,,fog,hail,maxtempm,meantempm,meanvism,meanwindspdm,mintempm,precipm,rain,snow,state,thunder,tornado,ArrDelay
07/09/07,DFW,0,0,35,29,16.0,7,24,10.67,0,0,TX,1,0,10.5755395683
07/09/07,HNL,0,0,33,28,16.0,14,22,0,0,0,HI,0,0,-7.40909090909
07/09/07,LAX,0,0,25,22,16.0,5,18,0,0,0,CA,0,0,13.1832061069
07/09/07,LGA,0,0,30,26,15.0,8,21,0,0,0,NY,0,0,29.0206185567
07/09/07,MCO,0,0,32,28,16.0,11,25,0,0,0,FL,0,0,0.567164179104
07/09/07,ORD,0,0,29,25,13.0,22,21,4.83,1,0,IL,1,0,39.7
07/09/07,PHX,0,0,38,34,16.0,12,29,0,0,0,AZ,0,0,9.46296296296
07/10/07,ANC,0,0,8,7,16.0,26,6,30.48,0,0,AK,0,0,20.0
07/10/07,ATL,0,0,30,23,14.0,5,18,0,0,0,GA,0,0,1.01379310345
07/10/07,DEN,0,0,12,7,11.0,10,3,0.51,1,0,CO,0,0,12.7822580645
07/10/07,DFW,0,0,32,28,14.0,13,23,24.13,1,0,TX,1,0,4.64925373134
07/10/07,HNL,0,0,30,27,16.0,19,23,T,1,0,HI,0,0,27.0
07/10/07,LAX,0,0,29,21,16.0,1,12,0,0,0,CA,0,0,14.4960629921
07/10/07,LGA,0,0,28,24,15.0,6,19,0,0,0,NY,0,0,-12.4597701149
07/10/07,MCO,0,0,29,26,14.0,11,24,13.46,1,0,FL,0,0,0.478873239437
07/10/07,ORD,0,0,31,25,16.0,9,19,0,0,0,IL,0,0,4.01408450704
07/10/07,PHX,0,0,29,22,16.0,6,14,0,0,0,AZ,0,0,5.03773584906
07/11/07,ANC,0,0,5,3,14.0,14,1,0,0,0,AK,0,0,-10.0
07/11/07,ATL,0,0,13,7,16.0,6,-1,0,0,0,GA,0,0,-2.44805194805
07/11/07,DEN,0,0,22,11,,16,1,0,0,0,CO,0,0,-1.97478991597
07/11/07,DFW,0,0,19,15,16.0,12,11,0,0,0,TX,0,0,2.88235294118
07/11/07,HNL,0,0,30,27,16.0,10,23,0,0,0,HI,0,0,9.19047619048
07/11/07,LAX,0,0,19,16,6.0,1,12,0,0,0,CA,0,0,-4.93548387097
07/11/07,LGA,0,0,9,7,16.0,8,4,0,0,0,NY,0,0,-2.85393258427
07/11/07,MCO,0,0,22,18,16.0,13,12,0,0,0,FL,0,0,3.57971014493
07/11/07,ORD,0,0,6,3,16.0,12,-1,T,0,0,IL,0,0,-3.56115107914
07/11/07,PHX,0,0,33,27,16.0,6,19,0,0,0,AZ,0,0,-4.73333333333
07/12/07,ANC,0,0,3,0,16.0,5,-2,0,0,0,AK,0,0,16.0
07/12/07,ATL,0,0,16,9,15.0,8,3,0,0,0,GA,0,0,14.9150326797
07/12/07,DEN,1,0,4,0,8.0,13,-3,0.25,0,1,CO,0,0,24.7049180328
07/12/07,DFW,1,0,28,20,12.0,10,12,0,0,0,TX,0,0,13.2898550725
07/12/07,HNL,0,0,26,23,13.0,25,21,10.92,1,0,HI,0,0,14.0869565217
07/12/07,LAX,0,0,16,14,10.0,6,11,9.91,1,0,CA,0,0,14.5714285714
07/12/07,LGA,0,0,2,0,14.0,6,-2,T,0,1,NY,0,0,32.1630434783
07/12/07,MCO,0,0,26,19,14.0,2,13,0,0,0,FL,0,0,10.4931506849
07/12/07,ORD,0,0,-1,-3,11.0,14,-4,T,0,1,IL,0,0,29.496350365
07/12/07,PHX,0,0,21,17,14.0,13,12,17.53,1,0,AZ,0,0,11.7570093458
08/01/07,ANC,0,0,2,1,13.0,21,0,0,0,0,AK,0,0,29.25
08/01/07,ATL,0,0,17,10,16.0,16,2,1.78,1,0,GA,0,0,11.6453900709
08/01/07,DEN,0,0,8,3,14.0,10,-3,0,0,0,CO,0,0,0.585185185185
08/01/07,DFW,0,0,17,10,16.0,10,3,0,0,0,TX,0,0,1.64084507042
08/01/07,HNL,0,0,26,23,16.0,7,21,0,1,0,HI,0,0,-3.77272727273
08/01/07,LAX,0,0,31,21,16.0,1,10,0,0,0,CA,0,0,-1.4375
08/01/07,LGA,0,0,13,8,9.0,13,3,31.75,1,0,NY,0,0,10.7333333333
08/01/07,MCO,0,0,27,21,16.0,16,14,0,0,0,FL,0,0,5.56944444444
08/01/07,ORD,0,0,4,1,16.0,21,-3,T,0,1,IL,0,0,5.67605633803
08/01/07,PHX,0,0,24,15,16.0,5,6,0,0,0,AZ,0,0,-0.306306306306
08/02/07,ANC,0,0,4,3,15.0,14,3,0,0,0,AK,0,0,2.0
08/02/07,ATL,0,0,11,7,16.0,8,2,0,0,0,GA,0,0,2.54929577465
08/02/07,DEN,1,0,6,0,5.0,6,-6,0,0,0,CO,0,0,14.984
08/02/07,DFW,1,0,25,20,13.0,8,14,0.76,0,0,TX,0,0,3.3381294964
08/02/07,HNL,0,0,25,22,16.0,8,19,T,1,0,HI,0,0,-14.3333333333
08/02/07,LAX,0,0,21,16,5.0,1,10,0,0,0,CA,0,0,13.8548387097
08/02/07,LGA,0,0,-2,-6,16.0,14,-10,0,0,0,NY,0,0,-0.0212765957447
08/02/07,MCO,0,0,23,16,15.0,6,8,0,0,0,FL,0,0,0.305555555556
08/02/07,ORD,0,0,-12,-16,16.0,20,-20,0,0,0,IL,0,0,7.23776223776
08/02/07,PHX,0,0,26,18,16.0,6,10,0,0,0,AZ,0,0,6.7358490566
08/03/07,ANC,0,0,-2,-4,7.0,34,-7,0.25,0,0,AK,0,0,-21.0
08/03/07,ATL,0,0,23,13,15.0,2,4,0,0,0,GA,0,0,1.70547945205
08/03/07,DEN,0,0,16,10,16.0,14,5,0,0,0,CO,0,0,-0.934306569343
08/03/07,DFW,1,0,24,17,13.0,6,9,0,0,0,TX,0,0,6.43262411348
08/03/07,HNL,0,0,26,23,16.0,9,19,T,1,0,HI,0,0,-7.09090909091
08/03/07,LAX,0,0,22,16,14.0,3,10,0,0,0,CA,0,0,4.824
08/03/07,LGA,0,0,1,-3,16.0,12,-8,0,0,0,NY,0,0,-0.872340425532
08/03/07,MCO,0,0,26,20,16.0,6,14,0,0,0,FL,0,0,0.391891891892
08/03/07,ORD,0,0,4,-3,15.0,10,-11,0,0,0,IL,0,0,1.43918918919
08/03/07,PHX,0,0,31,24,16.0,8,18,0,0,0,AZ,0,0,6.30701754386
08/04/07,ANC,0,0,6,3,16.0,6,2,0,0,0,AK,0,0,-4.75
08/04/07,ATL,0,0,12,4,16.0,5,-2,0,0,0,GA,0,0,-1.68794326241
08/04/07,DEN,0,0,4,-1,8.0,5,-5,0,0,1,CO,0,0,15.6946564885
08/04/07,DFW,0,0,13,8,13.0,13,3,12.7,1,0,TX,0,0,0.325925925926
08/04/07,HNL,0,0,29,25,15.0,14,21,0.76,1,0,HI,0,0,-2.54166666667
08/04/07,LAX,0,0,19,16,14.0,2,13,0,0,0,CA,0,0,5.60975609756
08/04/07,LGA,0,0,5,2,16.0,13,-1,0,0,0,NY,0,0,-12.7
08/04/07,MCO,0,0,20,15,16.0,11,10,0,1,0,FL,0,0,-2.95945945946
08/04/07,ORD,0,0,4,1,16.0,12,-2,T,0,1,IL,0,0,-3.77931034483
08/04/07,PHX,0,0,31,25,16.0,13,19,0,0,0,AZ,0,0,-1.59649122807
08/05/07,ANC,0,0,7,6,16.0,13,4,0,0,0,AK,0,0,-11.2
08/05/07,ATL,0,0,27,18,16.0,8,9,0,0,0,GA,0,0,-4.27272727273
08/05/07,DEN,0,0,18,11,,11,4,0,0,0,CO,0,0,3.0
08/05/07,DFW,0,0,31,26,14.0,13,21,0,0,0,TX,0,0,10.6956521739
08/05/07,HNL,0,0,29,26,16.0,28,23,T,1,0,HI,0,0,-8.7619047619
08/05/07,LAX,0,0,36,27,16.0,3,18,0,0,0,CA,0,0,15.520661157
08/05/07,LGA,0,0,22,16,16.0,4,8,0,0,0,NY,0,0,-14.3695652174
08/05/07,MCO,0,0,27,21,15.0,16,16,0,0,0,FL,0,0,-0.2
08/05/07,ORD,0,0,28,20,15.0,9,12,0,0,0,IL,0,0,-1.8865248227
08/05/07,PHX,0,0,36,28,16.0,11,21,0,0,0,AZ,0,0,7.53773584906
08/06/07,ANC,0,0,9,7,16.0,16,5,0,0,0,AK,0,0,21.5833333333
08/06/07,ATL,0,0,33,27,14.0,8,22,0,1,0,GA,0,0,76.3509933775
08/06/07,DEN,0,0,22,12,,11,2,0,0,0,CO,0,0,31.1729323308
08/06/07,DFW,0,0,33,30,16.0,17,26,T,1,0,TX,0,0,40.1911764706
08/06/07,HNL,0,0,31,27,16.0,21,24,0,0,0,HI,0,0,30.0416666667
08/06/07,LAX,0,0,25,20,16.0,4,15,0,0,0,CA,0,0,13.511627907
08/06/07,LGA,0,0,29,24,9.0,4,18,0,0,0,NY,0,0,79.2692307692
08/06/07,MCO,0,0,32,27,16.0,6,23,0,0,0,FL,0,0,45.2567567568
08/06/07,ORD,0,0,27,21,16.0,22,14,0,0,0,IL,0,0,39.2619047619
08/06/07,PHX,0,0,37,29,16.0,12,21,0,0,0,AZ,0,0,19.7314814815
08/07/07,ANC,0,0,11,9,9.0,11,8,0,0,0,AK,0,0,1.33333333333
08/07/07,ATL,0,0,28,24,10.0,5,21,5.84,1,0,GA,0,0,6.17948717949
08/07/07,DEN,0,0,32,24,11.0,10,17,0.76,1,0,CO,1,0,32.1851851852
08/07/07,DFW,0,0,34,29,16.0,8,24,1.02,0,0,TX,0,0,36.2706766917
08/07/07,HNL,0,0,32,28,16.0,20,24,0,0,0,HI,0,0,-3.92
08/07/07,LAX,0,0,27,23,13.0,2,19,0,0,0,CA,0,0,20.1014492754
08/07/07,LGA,0,0,32,27,16.0,8,22,0,0,0,NY,0,0,-7.96590909091
08/07/07,MCO,0,0,34,29,16.0,8,24,0,0,0,FL,0,0,4.53246753247
08/07/07,ORD,0,0,34,29,16.0,21,24,0,0,0,IL,0,0,11.1830985915
08/07/07,PHX,0,0,42,37,16.0,18,32,0,0,0,AZ,0,0,12.4722222222
08/08/07,ANC,0,0,14,11,16.0,3,9,0,0,0,AK,0,0,2.90909090909
08/08/07,ATL,0,0,37,31,8.0,2,25,0,0,0,GA,0,0,14.8867924528
08/08/07,DEN,0,0,30,22,11.0,8,15,0,0,0,CO,0,0,23.6492537313
08/08/07,DFW,0,0,36,31,16.0,10,24,0,0,0,TX,0,0,15.4014084507
08/08/07,HNL,0,0,32,28,16.0,18,24,T,1,0,HI,0,0,4.45833333333
08/08/07,LAX,0,0,27,22,15.0,3,17,0,0,0,CA,0,0,13.6641791045
08/08/07,LGA,1,0,32,28,7.0,9,23,63.5,1,0,NY,0,0,48.6063829787
08/08/07,MCO,0,0,36,31,12.0,5,26,0,0,0,FL,0,0,19.9452054795
08/08/07,ORD,0,0,31,27,15.0,11,23,1.52,1,0,IL,1,0,23.9246575342
08/08/07,PHX,0,0,41,34,16.0,7,28,0,0,0,AZ,0,0,4.08256880734
08/09/07,ANC,0,0,13,11,16.0,13,10,4.06,0,0,AK,0,0,-8.6
08/09/07,ATL,0,0,33,24,12.0,0,17,0,0,0,GA,0,0,-9.02419354839
08/09/07,DEN,0,0,29,21,,14,12,0,0,0,CO,0,0,-0.5625
08/09/07,DFW,0,0,34,29,16.0,7,24,0,1,0,TX,1,0,-3.20661157025
08/09/07,HNL,0,0,32,29,16.0,17,25,T,0,0,HI,0,0,-1.80952380952
08/09/07,LAX,0,0,26,22,16.0,3,17,0,0,0,CA,0,0,2.39166666667
08/09/07,LGA,0,0,31,27,16.0,8,22,0,0,0,NY,0,0,-18.4027777778
08/09/07,MCO,0,0,32,27,16.0,8,23,0,0,0,FL,0,0,-9.0
08/09/07,ORD,0,0,26,22,16.0,12,18,0,0,0,IL,0,0,3.72173913043
08/09/07,PHX,0,0,41,34,16.0,7,28,0,0,0,AZ,0,0,1.79569892473
08/10/07,ANC,0,0,7,4,16.0,10,2,0,0,0,AK,0,0,-0.666666666667
08/10/07,ATL,0,0,29,23,10.0,2,18,0,1,0,GA,0,0,12.5584415584
08/10/07,DEN,0,0,22,11,11.0,8,1,0,0,0,CO,0,0,5.1652892562
08/10/07,DFW,0,0,32,28,15.0,10,24,0,1,0,TX,1,0,25.5481481481
08/10/07,HNL,0,0,30,27,16.0,18,23,T,0,0,HI,0,0,7.04545454545
08/10/07,LAX,0,0,31,22,16.0,2,14,0,0,0,CA,0,0,4.8046875
08/10/07,LGA,0,0,31,25,14.0,7,19,0,0,0,NY,0,0,6.6875
08/10/07,MCO,0,0,31,27,16.0,11,24,0,0,0,FL,0,0,8.71830985915
08/10/07,ORD,0,0,31,23,16.0,16,16,0,0,0,IL,0,0,17.3
08/10/07,PHX,0,0,36,26,16.0,5,16,0,0,0,AZ,0,0,5.68518518519
08/11/07,ANC,0,0,4,3,12.0,23,2,0,0,0,AK,0,0,-15.0
08/11/07,ATL,0,0,14,6,13.0,2,-3,0,0,0,GA,0,0,2.22077922078
08/11/07,DEN,0,0,21,13,,18,5,0,0,0,CO,0,0,0.44262295082
08/11/07,DFW,0,0,24,17,16.0,10,10,0,0,0,TX,0,0,9.46762589928
08/11/07,HNL,0,0,30,27,16.0,13,23,T,0,0,HI,0,0,14.5454545455
08/11/07,LAX,0,0,17,16,10.0,1,14,0,0,0,CA,0,0,2.62204724409
08/11/07,LGA,0,0,8,5,16.0,2,2,0,0,0,NY,0,0,0.308510638298
08/11/07,MCO,0,0,23,17,16.0,13,11,0,0,0,FL,0,0,2.02898550725
08/11/07,ORD,0,0,11,7,16.0,13,2,T,0,0,IL,0,0,2.35915492958
08/11/07,PHX,0,0,33,26,16.0,6,19,0,0,0,AZ,0,0,3.17924528302
08/12/07,ANC,0,0,4,3,15.0,26,2,0,0,0,AK,0,0,-19.0
08/12/07,ATL,0,0,23,17,9.0,3,11,0,0,0,GA,0,0,-2.03076923077
08/12/07,DEN,1,0,-3,-8,3.0,11,-14,4.57,0,1,CO,0,0,50.5567010309
08/12/07,DFW,0,0,28,26,15.0,14,22,T,0,0,TX,0,0,8.2905982906
08/12/07,HNL,0,0,26,25,16.0,18,23,0.25,1,0,HI,0,0,6.77272727273
08/12/07,LAX,0,0,15,12,16.0,2,8,T,1,0,CA,0,0,8.19298245614
08/12/07,LGA,0,0,7,4,14.0,7,1,0,0,0,NY,0,0,-7.65277777778
08/12/07,MCO,0,0,27,21,14.0,5,16,0,0,0,FL,0,0,-5.53521126761
08/12/07,ORD,0,0,-4,-7,12.0,12,-11,1.02,1,1,IL,0,0,18.3909090909
08/12/07,PHX,0,0,15,12,15.0,10,9,8.13,1,0,AZ,0,0,0.375
09/01/07,ANC,0,0,4,3,10.0,31,2,0,0,0,AK,0,0,78.0
09/01/07,ATL,0,0,11,4,16.0,11,-1,0,0,0,GA,0,0,1.92805755396
09/01/07,DEN,0,0,4,-3,9.0,8,-10,0,0,0,CO,0,0,7.04651162791
09/01/07,DFW,0,0,21,12,16.0,8,3,0,0,0,TX,0,0,6.52857142857
09/01/07,HNL,0,0,26,23,16.0,9,19,0,0,0,HI,0,0,-10.4285714286
09/01/07,LAX,0,0,29,21,16.0,2,13,0,0,0,CA,0,0,3.89743589744
09/01/07,LGA,0,0,7,4,16.0,11,1,0,0,0,NY,0,0,-3.7032967033
09/01/07,MCO,0,0,17,13,16.0,14,10,0,0,0,FL,0,0,6.31944444444
09/01/07,ORD,0,0,1,-2,16.0,25,-6,0,0,0,IL,0,0,9.04225352113
09/01/07,PHX,0,0,26,18,16.0,14,11,0,0,0,AZ,0,0,12.3888888889
09/02/07,ANC,0,0,6,3,16.0,11,2,0,0,0,AK,0,0,-10.0
09/02/07,ATL,0,0,4,2,16.0,8,0,0,0,0,GA,0,0,4.52142857143
09/02/07,DEN,0,0,2,-2,8.0,10,-6,0,0,0,CO,0,0,9.38888888889
09/02/07,DFW,0,0,14,11,10.0,14,8,0.51,1,0,TX,0,0,8.87050359712
09/02/07,HNL,0,0,24,22,16.0,10,19,T,0,0,HI,0,0,-13.0
09/02/07,LAX,0,0,21,17,8.0,1,12,0,0,0,CA,0,0,13.064516129
09/02/07,LGA,0,0,0,-4,16.0,17,-8,0,0,0,NY,0,0,8.10752688172
09/02/07,MCO,0,0,23,17,16.0,6,10,0,0,0,FL,0,0,3.97260273973
09/02/07,ORD,0,0,-8,-12,16.0,17,-17,0,0,0,IL,0,0,12.0612244898
09/02/07,PHX,0,0,26,19,16.0,8,12,0,0,0,AZ,0,0,12.0094339623
09/03/07,ANC,0,0,-7,-8,11.0,50,-9,0,0,0,AK,0,0,-14.0
09/03/07,ATL,0,0,15,11,11.0,10,7,0,0,0,GA,0,0,0.737931034483
09/03/07,DEN,0,0,16,8,16.0,10,0,0,0,0,CO,0,0,5.19708029197
09/03/07,DFW,0,0,27,19,15.0,9,11,0,0,0,TX,0,0,7.84397163121
09/03/07,HNL,0,0,27,24,14.0,20,21,2.03,1,0,HI,0,0,4.91304347826
09/03/07,LAX,0,0,19,16,11.0,4,11,0,0,0,CA,0,0,14.704
09/03/07,LGA,0,0,2,-4,16.0,7,-11,0,0,0,NY,0,0,3.97872340426
09/03/07,MCO,0,0,27,20,15.0,5,14,0,0,0,FL,0,0,5.86486486486
09/03/07,ORD,0,0,13,6,9.0,12,-2,7.11,1,0,IL,0,0,8.59060402685
09/03/07,PHX,0,0,31,23,16.0,8,14,0,0,0,AZ,0,0,9.07894736842
09/04/07,ANC,0,0,6,3,16.0,6,1,0,0,0,AK,0,0,-4.25
09/04/07,ATL,0,0,13,7,16.0,3,1,0,1,0,GA,0,0,-1.77931034483
09/04/07,DEN,0,0,19,9,11.0,6,-1,0,0,0,CO,1,0,3.44696969697
09/04/07,DFW,0,0,19,14,16.0,14,9,0,0,0,TX,0,0,-0.157142857143
09/04/07,HNL,0,0,29,26,16.0,16,21,T,1,0,HI,0,0,-11.2380952381
09/04/07,LAX,0,0,22,17,15.0,3,12,0,0,0,CA,0,0,0.388888888889
09/04/07,LGA,0,0,9,5,16.0,10,0,0,0,0,NY,0,0,7.29166666667
09/04/07,MCO,0,0,17,14,16.0,11,11,1.27,1,0,FL,0,0,-1.43835616438
09/04/07,ORD,0,0,6,2,16.0,10,-2,T,0,1,IL,0,0,-3.08053691275
09/04/07,PHX,0,0,29,23,16.0,10,18,0,0,0,AZ,0,0,2.08108108108
09/05/07,ANC,0,0,9,7,16.0,16,4,0,0,0,AK,0,0,-3.83333333333
09/05/07,ATL,0,0,30,21,16.0,6,14,0,0,0,GA,0,0,-0.554794520548
09/05/07,DEN,0,0,21,13,11.0,10,5,0,0,0,CO,0,0,3.14728682171
09/05/07,DFW,0,0,29,25,14.0,8,21,0,0,0,TX,0,0,28.0373134328
09/05/07,HNL,0,0,29,27,16.0,25,23,T,0,0,HI,0,0,-12.0454545455
09/05/07,LAX,0,0,31,22,15.0,3,13,0,0,0,CA,0,0,8.29508196721
09/05/07,LGA,0,0,28,21,16.0,8,14,0,0,0,NY,0,0,2.59574468085
09/05/07,MCO,0,0,30,24,8.0,18,21,0,0,0,FL,0,0,2.58904109589
09/05/07,ORD,0,0,25,21,13.0,10,16,3.3,0,0,IL,0,0,5.13194444444
09/05/07,PHX,0,0,37,29,16.0,9,21,0,0,0,AZ,0,0,10.0384615385
09/06/07,ANC,0,0,9,7,16.0,16,6,0,0,0,AK,0,0,15.6923076923
09/06/07,ATL,0,0,33,27,14.0,5,21,0,0,0,GA,0,0,17.268115942
09/06/07,DEN,0,0,27,17,11.0,10,8,0,0,0,CO,0,0,4.30769230769
09/06/07,DFW,0,0,34,29,15.0,10,25,0,0,0,TX,0,0,9.28125
09/06/07,HNL,0,0,31,27,16.0,20,24,T,0,0,HI,0,0,9.625
09/06/07,LAX,0,0,23,19,15.0,3,15,0,0,0,CA,0,0,1.73109243697
09/06/07,LGA,0,0,28,23,9.0,9,18,0.25,1,0,NY,0,0,-2.65789473684
09/06/07,MCO,0,0,34,28,16.0,6,22,0,0,0,FL,0,0,11.3424657534
09/06/07,ORD,0,0,26,19,16.0,8,11,0,0,0,IL,0,0,6.45736434109
09/06/07,PHX,0,0,39,32,16.0,11,24,0,0,0,AZ,0,0,2.89473684211
09/07/07,ANC,0,0,13,10,16.0,11,8,0,0,0,AK,0,0,10.3
09/07/07,ATL,0,0,32,27,9.0,3,21,0.25,1,0,GA,0,0,25.9746835443
09/07/07,DEN,0,0,32,22,11.0,6,13,0,0,0,CO,0,0,24.2164179104
09/07/07,DFW,0,0,34,30,16.0,13,26,T,0,0,TX,0,0,28.0218978102
09/07/07,HNL,0,0,31,27,16.0,22,23,0.51,1,0,HI,0,0,-3.52
09/07/07,LAX,0,0,27,23,14.0,4,19,0,0,0,CA,0,0,17.0145985401
09/07/07,LGA,0,0,33,29,14.0,6,24,0,0,0,NY,0,0,29.1666666667
09/07/07,MCO,0,0,34,30,16.0,11,26,0,0,0,FL,1,0,11.4324324324
09/07/07,ORD,0,0,34,28,16.0,14,21,7.62,1,0,IL,1,0,54.030075188
09/07/07,PHX,0,0,41,36,16.0,15,31,0,0,0,AZ,0,0,13.4504504505
09/08/07,ANC,0,0,16,13,16.0,8,10,0,1,0,AK,0,0,5.08333333333
09/08/07,ATL,0,0,38,31,13.0,3,24,0,0,0,GA,0,0,26.5548387097
09/08/07,DEN,0,0,32,24,11.0,10,18,0,0,0,CO,0,0,18.5413533835
09/08/07,DFW,0,0,36,30,16.0,5,24,0,0,0,TX,0,0,18.2253521127
09/08/07,HNL,0,0,31,28,16.0,22,24,0,0,0,HI,0,0,11.25
09/08/07,LAX,0,0,27,22,16.0,3,17,0,0,0,CA,0,0,10.2971014493
09/08/07,LGA,0,0,28,26,16.0,7,22,0,0,0,NY,0,0,75.8588235294
09/08/07,MCO,0,0,36,31,11.0,8,26,0,0,0,FL,0,0,23.8783783784
09/08/07,ORD,0,0,29,26,16.0,10,22,1.27,1,0,IL,1,0,23.3687943262
09/08/07,PHX,0,0,42,36,16.0,10,29,0,0,0,AZ,0,0,8.92660550459
09/09/07,ANC,0,0,13,10,16.0,10,8,0,0,0,AK,0,0,2.2
09/09/07,ATL,0,0,33,26,10.0,2,18,0,0,0,GA,0,0,11.9305555556
09/09/07,DEN,0,0,21,14,11.0,10,8,0.51,1,0,CO,0,0,13.3801652893
09/09/07,DFW,0,0,33,29,15.0,8,24,0,1,0,TX,1,0,41.1287878788
09/09/07,HNL,0,0,32,28,16.0,19,24,0,0,0,HI,0,0,-2.19047619048
09/09/07,LAX,0,0,26,22,16.0,2,17,0,0,0,CA,0,0,11.9291338583
09/09/07,LGA,0,0,29,26,16.0,7,22,0,0,0,NY,0,0,3.21590909091
09/09/07,MCO,0,0,33,28,16.0,8,24,0.25,1,0,FL,0,0,3.44117647059
09/09/07,ORD,0,0,27,22,16.0,16,17,0,0,0,IL,0,0,9.79285714286
09/09/07,PHX,0,0,41,35,16.0,10,29,0,0,0,AZ,0,0,7.16666666667
09/10/07,ANC,0,0,8,6,14.0,29,4,133.1,1,0,AK,0,0,8.66666666667
09/10/07,ATL,1,0,28,22,6.0,0,17,4.83,1,0,GA,0,0,18.2887323944
09/10/07,DEN,0,0,25,16,11.0,8,6,0,0,0,CO,0,0,3.20634920635
09/10/07,DFW,0,0,34,28,15.0,10,23,T,0,0,TX,0,0,6.07352941176
09/10/07,HNL,0,0,31,27,16.0,18,24,0,0,0,HI,0,0,-1.78947368421
09/10/07,LAX,0,0,25,19,16.0,2,13,0,0,0,CA,0,0,1.3125
09/10/07,LGA,0,0,26,21,13.0,9,16,13.21,1,0,NY,0,0,42.265060241
09/10/07,MCO,0,0,32,27,16.0,8,23,0,0,0,FL,0,0,0.735294117647
09/10/07,ORD,0,0,24,17,16.0,21,9,0,0,0,IL,0,0,16.9779411765
09/10/07,PHX,0,0,35,28,16.0,9,21,0,0,0,AZ,0,0,2.27358490566
09/11/07,ANC,0,0,4,3,13.0,35,2,0,0,0,AK,0,0,9.5
09/11/07,ATL,0,0,19,9,14.0,5,-1,0,0,0,GA,0,0,11.5161290323
09/11/07,DEN,0,0,21,13,,13,5,0,0,0,CO,0,0,1.69166666667
09/11/07,DFW,0,0,30,24,15.0,9,17,T,0,0,TX,0,0,5.80434782609
09/11/07,HNL,0,0,28,26,16.0,21,23,0,0,0,HI,0,0,10.3913043478
09/11/07,LAX,0,0,19,17,13.0,2,13,0,0,0,CA,0,0,1.3203125
09/11/07,LGA,0,0,7,6,11.0,5,4,10.41,1,0,NY,0,0,17.3510638298
09/11/07,MCO,0,0,23,18,16.0,10,12,0,0,0,FL,0,0,14.9117647059
09/11/07,ORD,0,0,9,4,15.0,15,0,0,0,0,IL,0,0,14.3776223776
09/11/07,PHX,0,0,31,24,16.0,9,17,0,0,0,AZ,0,0,1.30188679245
09/12/07,ANC,0,0,7,4,14.0,16,2,0,0,0,AK,0,0,-10.6666666667
09/12/07,ATL,0,0,25,19,10.0,2,13,0,0,0,GA,0,0,7.81118881119
09/12/07,DEN,0,0,-3,-9,10.0,6,-14,0,0,0,CO,0,0,26.0701754386
09/12/07,DFW,1,0,28,24,9.0,13,21,T,0,0,TX,0,0,37.5806451613
09/12/07,HNL,0,0,26,24,16.0,6,21,0,0,0,HI,0,0,6.24
09/12/07,LAX,0,0,18,13,16.0,1,7,T,0,0,CA,0,0,11.1209677419
09/12/07,LGA,0,0,4,3,11.0,2,1,8.13,1,0,NY,0,0,19.4523809524
09/12/07,MCO,0,0,27,22,15.0,5,17,0,0,0,FL,0,0,4.17948717949
09/12/07,ORD,0,0,-2,-3,4.0,13,-6,0.51,1,1,IL,0,0,65.9504132231
09/12/07,PHX,0,0,14,12,16.0,5,8,T,1,0,AZ,0,0,13.3786407767
10/01/07,ANC,0,0,6,4,14.0,29,3,11.43,0,0,AK,0,0,57.3333333333
10/01/07,ATL,0,0,9,4,16.0,8,-2,0,0,0,GA,0,0,-0.276595744681
10/01/07,DEN,0,0,13,7,11.0,13,0,0,0,0,CO,0,0,3.03100775194
10/01/07,DFW,0,0,19,11,16.0,8,3,0,0,0,TX,0,0,-0.0647482014388
10/01/07,HNL,0,0,27,24,16.0,12,20,0,0,0,HI,0,0,-8.04347826087
10/01/07,LAX,0,0,23,17,14.0,1,11,0,0,0,CA,0,0,-2.48305084746
10/01/07,LGA,0,0,2,1,16.0,13,-2,T,0,0,NY,0,0,13.5106382979
10/01/07,MCO,0,0,17,12,16.0,14,8,0,0,0,FL,0,0,-4.02816901408
10/01/07,ORD,0,0,2,-3,16.0,19,-8,0,0,0,IL,0,0,5.04895104895
10/01/07,PHX,0,0,21,16,16.0,7,11,0,0,0,AZ,0,0,0.679245283019
10/02/07,ANC,0,0,4,3,7.0,34,3,20.32,0,0,AK,0,0,-14.0
10/02/07,ATL,0,0,7,2,16.0,11,-3,0,0,0,GA,0,0,-5.7
10/02/07,DEN,0,0,6,0,14.0,10,-6,0,0,0,CO,0,0,-1.48305084746
10/02/07,DFW,0,0,9,7,16.0,16,6,0,0,0,TX,0,0,1.11206896552
10/02/07,HNL,0,0,26,21,16.0,13,16,0,0,0,HI,0,0,5.34782608696
10/02/07,LAX,0,0,22,17,13.0,3,12,0,0,0,CA,0,0,6.90909090909
10/02/07,LGA,0,0,1,-2,16.0,10,-5,0,0,0,NY,0,0,-7.22222222222
10/02/07,MCO,0,0,22,17,13.0,10,12,0,0,0,FL,0,0,-1.66666666667
10/02/07,ORD,0,0,-11,-14,16.0,16,-18,0,0,0,IL,0,0,10.686440678
10/02/07,PHX,0,0,26,19,16.0,9,12,0,0,0,AZ,0,0,6.26213592233
10/03/07,ANC,0,0,-6,-7,12.0,34,-7,1.27,0,0,AK,0,0,-8.0
10/03/07,ATL,0,0,21,16,13.0,8,10,0,1,0,GA,0,0,-1.15267175573
10/03/07,DEN,0,0,12,8,13.0,8,4,1.27,1,0,CO,0,0,8.8320610687
